Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Audi,A3,2021,4.7,Petrol,Manual,231318,2,5,10473
Volkswagen,Golf,2013,2.8,Diesel,Semi-Automatic,91312,4,2,8973
Mercedes,GLA,2008,1.4,Petrol,Semi-Automatic,62819,4,2,6643
BMW,3 Series,2012,1.4,Electric,Automatic,70485,4,2,11190
Hyundai,Tucson,2016,2.7,Petrol,Manual,257462,5,2,6450
Mercedes,E-Class,2010,2.5,Electric,Automatic,95716,2,5,11185
Hyundai,Elantra,2014,4,Diesel,Manual,113849,3,5,10023
Kia,Sportage,2000,2.8,Diesel,Manual,107891,3,3,4742
Audi,Q5,2002,3.4,Diesel,Manual,3252,2,3,8034
BMW,3 Series,2006,3.6,Hybrid,Manual,29478,2,1,9910
Chevrolet,Impala,2020,4.3,Petrol,Semi-Automatic,10842,2,2,14183
Hyundai,Sonata,2009,4.2,Diesel,Semi-Automatic,247601,4,5,6047
BMW,3 Series,2009,1.4,Electric,Automatic,248906,2,3,6721
Toyota,Camry,2002,4.7,Petrol,Manual,105943,3,5,7281
Audi,A4,2022,2.8,Petrol,Semi-Automatic,173298,5,5,10034
Hyundai,Elantra,2004,2.5,Electric,Manual,298642,4,2,3827
Honda,Accord,2006,3.4,Hybrid,Manual,61327,4,3,9073
BMW,X5,2017,1.8,Petrol,Manual,163677,3,5,7726
Volkswagen,Passat,2018,1.6,Petrol,Automatic,131223,4,1,9975
Honda,Civic,2021,2.9,Diesel,Semi-Automatic,106349,2,2,11173
BMW,5 Series,2006,3.2,Hybrid,Automatic,107059,3,1,9458
Audi,A4,2008,2.4,Diesel,Automatic,5844,2,4,10283
Chevrolet,Equinox,2005,4.8,Electric,Semi-Automatic,145771,3,2,9484
BMW,5 Series,2013,3.6,Diesel,Manual,217426,4,5,7251
Audi,A3,2007,2.9,Diesel,Automatic,139422,4,1,7811
BMW,5 Series,2013,2,Electric,Semi-Automatic,200202,4,5,7995
Chevrolet,Impala,2021,2.5,Hybrid,Semi-Automatic,209436,2,1,9711
BMW,3 Series,2012,1.3,Electric,Manual,289461,4,4,5210
Mercedes,C-Class,2005,3.2,Petrol,Semi-Automatic,298890,3,5,2822
Chevrolet,Malibu,2005,2.3,Petrol,Automatic,151459,2,1,6370
Kia,Optima,2009,4.1,Electric,Automatic,96287,5,4,12474
Ford,Fiesta,2022,2.1,Electric,Manual,52526,5,2,13749
Toyota,Corolla,2006,2.9,Diesel,Manual,173496,2,2,5330
BMW,3 Series,2017,2.4,Petrol,Manual,111282,3,2,9374
Hyundai,Tucson,2002,1.7,Electric,Manual,230187,3,5,3796
BMW,3 Series,2023,2,Electric,Semi-Automatic,62847,5,1,13743
Audi,A3,2012,1.7,Electric,Semi-Automatic,124324,3,5,8913
Volkswagen,Passat,2010,4.3,Electric,Manual,169988,2,3,10000
Honda,Accord,2009,1.4,Diesel,Manual,103573,3,5,6128
Volkswagen,Passat,2014,3.4,Diesel,Automatic,206819,5,4,9063
Chevrolet,Impala,2000,1.5,Diesel,Manual,208943,4,4,2000
Hyundai,Sonata,2020,1.9,Petrol,Semi-Automatic,30074,5,2,11398
Toyota,Corolla,2017,2.5,Petrol,Automatic,3381,5,3,13132
Volkswagen,Golf,2008,2,Petrol,Manual,220044,2,3,4099
Kia,Sportage,2009,2.9,Petrol,Automatic,223777,4,3,6724
Audi,Q5,2006,1.2,Hybrid,Manual,127033,2,1,5559
Kia,Sportage,2015,2.9,Electric,Manual,31540,2,4,12869
Volkswagen,Golf,2021,4.9,Hybrid,Automatic,74795,4,3,16304
BMW,3 Series,2003,4.2,Electric,Manual,272876,4,5,5742
Mercedes,C-Class,2021,1.5,Electric,Automatic,270383,5,2,9992
Ford,Fiesta,2008,2.6,Electric,Automatic,44794,2,5,11704
Toyota,RAV4,2017,3.9,Hybrid,Semi-Automatic,157946,5,5,10941
BMW,X5,2001,4.7,Electric,Manual,154159,3,2,8016
Honda,CR-V,2006,3.1,Diesel,Semi-Automatic,194340,3,1,5113
Toyota,Corolla,2008,1.5,Diesel,Manual,29852,4,5,7402
Hyundai,Sonata,2008,2.6,Diesel,Automatic,161537,2,4,7369
Audi,Q5,2015,1.4,Electric,Semi-Automatic,243771,5,3,7124
BMW,3 Series,2014,2.7,Electric,Automatic,69430,3,5,13111
Toyota,Camry,2004,3.6,Petrol,Manual,64005,2,4,7619
Audi,A4,2016,4,Hybrid,Automatic,95719,2,1,13485
Kia,Optima,2017,4,Electric,Manual,247267,4,5,10254
Audi,A4,2007,2.8,Electric,Manual,14764,5,4,10704
Chevrolet,Malibu,2000,2.8,Petrol,Manual,261003,4,1,2000
Chevrolet,Malibu,2003,2.1,Electric,Automatic,150597,3,4,7588
Toyota,Corolla,2005,2.5,Electric,Automatic,62423,4,3,10351
BMW,X5,2011,1.1,Electric,Manual,29405,3,5,9911
Ford,Explorer,2015,4,Electric,Manual,13533,5,4,14329
Kia,Sportage,2007,1.9,Electric,Semi-Automatic,203974,2,5,6020
Audi,A3,2022,4.4,Electric,Automatic,275626,2,1,13087
Audi,A4,2016,3.6,Diesel,Automatic,279916,3,3,8401
Kia,Optima,2018,4,Petrol,Semi-Automatic,85467,2,4,11790
Volkswagen,Tiguan,2014,1.4,Hybrid,Semi-Automatic,123101,2,5,8237
BMW,5 Series,2023,2.2,Diesel,Automatic,225321,5,1,10193
BMW,X5,2021,1.8,Electric,Automatic,221393,3,1,11272
Ford,Explorer,2004,1.1,Hybrid,Automatic,105901,4,2,6781
Toyota,Corolla,2004,1.3,Hybrid,Semi-Automatic,144910,5,2,4701
Kia,Optima,2002,4.7,Hybrid,Manual,57129,3,1,9257
Honda,CR-V,2007,2.4,Petrol,Automatic,63346,5,2,8833
Ford,Fiesta,2005,2.4,Diesel,Semi-Automatic,45740,5,2,7085
Kia,Rio,2012,1.8,Petrol,Semi-Automatic,32063,3,4,8858
Toyota,Camry,2005,1.7,Hybrid,Manual,200007,4,5,4299
Hyundai,Tucson,2011,4.4,Diesel,Manual,122108,5,3,9357
Toyota,RAV4,2003,4.2,Petrol,Manual,234654,3,5,4506
Hyundai,Sonata,2021,2.8,Hybrid,Semi-Automatic,99088,2,1,12218
BMW,3 Series,2000,2.3,Hybrid,Semi-Automatic,222441,2,3,2951
Chevrolet,Impala,2015,4.2,Diesel,Automatic,45451,2,4,13390
Toyota,Corolla,2016,3.8,Petrol,Manual,246841,2,2,7763
Honda,CR-V,2007,4,Petrol,Automatic,296917,4,5,5761
Chevrolet,Equinox,2006,3.3,Hybrid,Semi-Automatic,143776,2,2,7324
Chevrolet,Impala,2016,4.5,Petrol,Semi-Automatic,112950,3,5,11141
Toyota,RAV4,2011,4.7,Electric,Manual,35398,5,5,13392
Hyundai,Sonata,2001,3.3,Hybrid,Manual,24321,4,4,8213
Chevrolet,Malibu,2017,2,Diesel,Semi-Automatic,107525,5,5,9049
Toyota,RAV4,2010,1.6,Electric,Automatic,24051,5,1,11718
Kia,Sportage,2007,2.7,Petrol,Automatic,270043,4,3,4999
BMW,5 Series,2015,2.6,Petrol,Automatic,154031,4,1,9619
Kia,Sportage,2007,4,Electric,Automatic,28099,4,4,13138
Kia,Rio,2000,1.9,Petrol,Automatic,217166,4,5,3156
Volkswagen,Tiguan,2021,2.5,Petrol,Manual,216994,3,3,8560
Audi,A3,2007,2.7,Petrol,Manual,246486,3,4,3970
Audi,Q5,2008,1.5,Petrol,Automatic,152898,4,2,6442
Mercedes,C-Class,2023,3.1,Hybrid,Semi-Automatic,51711,4,5,14065
BMW,3 Series,2012,4.8,Petrol,Semi-Automatic,8891,5,3,12322
Hyundai,Tucson,2009,3.7,Hybrid,Semi-Automatic,224217,2,1,7015
Toyota,Camry,2015,1.4,Petrol,Automatic,9400,3,5,11312
Volkswagen,Passat,2010,2.6,Electric,Automatic,52378,3,1,12152
Honda,CR-V,2022,3,Petrol,Manual,165456,5,4,10390
Chevrolet,Malibu,2023,2.9,Hybrid,Semi-Automatic,239768,3,4,10104
Kia,Sportage,2008,3.9,Electric,Semi-Automatic,137257,4,4,9654
Ford,Explorer,2020,1.5,Diesel,Semi-Automatic,235169,2,1,6896
Audi,A4,2003,4.8,Electric,Automatic,4324,5,2,13213
BMW,3 Series,2002,2.3,Petrol,Semi-Automatic,35718,2,1,6285
Kia,Rio,2004,4.1,Diesel,Automatic,273351,2,2,5432
Hyundai,Sonata,2017,3,Diesel,Manual,169333,2,3,8813
Ford,Focus,2000,1.4,Hybrid,Automatic,127902,3,2,5441
Volkswagen,Golf,2022,2.2,Electric,Semi-Automatic,13951,5,1,14620
Kia,Optima,2020,2.5,Electric,Manual,62813,4,4,13343
Kia,Optima,2001,1.2,Electric,Semi-Automatic,122361,3,4,5152
Toyota,Corolla,2004,1,Diesel,Automatic,274984,4,4,2300
Chevrolet,Equinox,2005,3.3,Electric,Manual,293774,3,2,5024
Ford,Explorer,2014,3.2,Hybrid,Manual,131027,5,1,9879
BMW,3 Series,2011,2.8,Electric,Automatic,140109,3,4,10897
Kia,Rio,2008,2.5,Diesel,Manual,265803,4,3,3683
Kia,Rio,2020,2.2,Hybrid,Semi-Automatic,148075,5,2,10338
Ford,Focus,2018,3.9,Petrol,Manual,215744,5,3,9085
Toyota,RAV4,2008,3.8,Electric,Manual,293122,3,4,6437
Toyota,RAV4,2003,3.4,Petrol,Semi-Automatic,3533,3,2,8329
Kia,Rio,2004,4.2,Petrol,Automatic,48634,4,4,10027
Volkswagen,Tiguan,2009,1.2,Hybrid,Semi-Automatic,123996,3,1,6520
Mercedes,C-Class,2011,2.4,Petrol,Manual,60114,3,1,8597
Chevrolet,Equinox,2016,1.7,Petrol,Automatic,79718,3,4,10505
Ford,Focus,2018,2.2,Electric,Semi-Automatic,217000,3,4,9360
Hyundai,Elantra,2023,2.7,Petrol,Semi-Automatic,156170,2,2,10576
Honda,Civic,2012,1.5,Electric,Automatic,241016,2,5,7879
Mercedes,C-Class,2013,1.3,Diesel,Automatic,296027,2,5,4879
Kia,Optima,2014,2.9,Electric,Automatic,19288,3,2,14314
Ford,Focus,2015,2.7,Petrol,Semi-Automatic,50686,4,3,10286
Volkswagen,Tiguan,2012,4.1,Electric,Manual,133687,5,3,11126
Mercedes,GLA,2004,4.9,Diesel,Semi-Automatic,47611,5,4,9247
Chevrolet,Malibu,2015,2.1,Hybrid,Manual,217276,5,3,7354
Chevrolet,Impala,2011,2.8,Electric,Manual,232046,3,2,7559
Hyundai,Tucson,2022,1.6,Petrol,Manual,207317,5,5,8153
Toyota,Corolla,2008,4.5,Electric,Semi-Automatic,264110,4,1,7717
Ford,Explorer,2017,4.8,Hybrid,Semi-Automatic,259436,5,2,9811
Honda,Accord,2009,4.6,Hybrid,Manual,289840,4,4,6603
Kia,Optima,2009,1.4,Hybrid,Automatic,72678,3,2,9246
Chevrolet,Impala,2011,3.7,Diesel,Manual,122465,2,5,8650
Audi,Q5,2021,2,Diesel,Automatic,175090,2,3,10398
Kia,Optima,2013,4.9,Petrol,Automatic,155541,2,1,11289
BMW,5 Series,2011,4,Petrol,Semi-Automatic,145370,5,4,8492
Mercedes,C-Class,2000,1.1,Electric,Automatic,220988,2,3,4280
Ford,Explorer,2013,2.8,Hybrid,Manual,140316,4,5,8993
Kia,Rio,2004,3.6,Electric,Automatic,249866,3,5,7402
Audi,Q5,2016,3,Petrol,Manual,40193,3,1,11096
Hyundai,Elantra,2006,1.5,Hybrid,Manual,265157,3,2,3096
Chevrolet,Equinox,2023,4.2,Diesel,Automatic,91363,4,4,14872
Toyota,Corolla,2018,2.6,Hybrid,Automatic,255077,5,5,9498
Kia,Optima,2021,3.3,Electric,Semi-Automatic,291237,5,2,9875
Toyota,Corolla,2006,2.5,Diesel,Semi-Automatic,78706,2,3,6825
Mercedes,C-Class,2010,3.5,Petrol,Semi-Automatic,67470,2,1,9250
Audi,A3,2009,1,Electric,Automatic,8196,4,5,11136
Chevrolet,Impala,2011,1.9,Electric,Manual,32813,3,1,10643
Toyota,Corolla,2000,3.4,Hybrid,Manual,128068,2,2,5938
Volkswagen,Tiguan,2022,4.4,Diesel,Manual,9320,3,1,14913
Kia,Sportage,2017,2.5,Diesel,Semi-Automatic,34193,3,1,11016
Toyota,Corolla,2020,1.4,Electric,Automatic,139088,2,5,12218
Kia,Optima,2001,4.9,Petrol,Manual,110844,3,1,7083
Kia,Sportage,2015,3.8,Petrol,Manual,210696,5,5,8186
Kia,Sportage,2010,2.9,Diesel,Semi-Automatic,13906,5,1,9721
Honda,CR-V,2005,4.5,Electric,Automatic,228423,3,2,9031
Volkswagen,Passat,2008,1,Petrol,Semi-Automatic,260882,3,3,2282
Chevrolet,Malibu,2016,2.5,Electric,Automatic,47183,2,5,13956
Audi,Q5,2013,3.6,Electric,Manual,209772,3,2,9404
Ford,Fiesta,2004,4.7,Electric,Manual,60828,3,1,10783
Hyundai,Tucson,2022,1.8,Hybrid,Manual,40030,5,1,12699
Toyota,RAV4,2010,3.7,Diesel,Manual,149055,2,3,7818
Audi,Q5,2014,2.5,Petrol,Automatic,110792,3,4,10084
Ford,Fiesta,2009,4.8,Diesel,Semi-Automatic,241980,4,1,6760
Kia,Sportage,2019,3.3,Electric,Manual,130376,2,2,12492
Kia,Optima,2018,2.8,Diesel,Automatic,109738,3,5,11605
Chevrolet,Impala,2005,1.2,Hybrid,Automatic,23847,2,5,8823
Hyundai,Sonata,2018,4.1,Electric,Semi-Automatic,292571,5,3,9748
Ford,Focus,2016,5,Electric,Automatic,253812,4,4,12323
Kia,Rio,2007,4.5,Petrol,Automatic,266174,3,4,6876
Audi,Q5,2016,3.8,Hybrid,Manual,69756,3,4,12304
Mercedes,GLA,2001,1.9,Diesel,Automatic,83696,5,4,6126
Kia,Rio,2011,2.5,Electric,Automatic,298476,4,4,7430
Mercedes,GLA,2019,2.6,Electric,Semi-Automatic,21179,4,4,13976
Chevrolet,Malibu,2006,3.7,Diesel,Semi-Automatic,209680,3,5,5406
Ford,Fiesta,2002,4.6,Hybrid,Manual,103548,5,4,8229
Kia,Rio,2019,2.1,Electric,Manual,108750,4,4,11725
Ford,Explorer,2013,4.1,Electric,Semi-Automatic,24882,2,5,13602
Audi,Q5,2002,2.7,Diesel,Manual,138030,4,4,4639
Ford,Explorer,2019,2.9,Hybrid,Semi-Automatic,246123,2,1,8777
Honda,CR-V,2013,1.7,Petrol,Semi-Automatic,226767,4,1,5164
Kia,Rio,2014,4.5,Diesel,Automatic,207887,5,3,10142
Chevrolet,Impala,2007,2.5,Electric,Manual,241571,2,5,5868
Ford,Fiesta,2003,2.6,Hybrid,Automatic,87872,5,5,8342
Hyundai,Sonata,2005,1.6,Hybrid,Manual,169966,5,5,4800
BMW,X5,2000,2,Diesel,Manual,158419,3,5,2931
BMW,5 Series,2005,2.9,Petrol,Manual,269554,3,2,3108
Audi,A4,2011,4.3,Hybrid,Automatic,67882,2,3,12842
Hyundai,Tucson,2014,4,Diesel,Manual,30004,3,1,11699
Mercedes,E-Class,2005,1.2,Diesel,Automatic,191537,5,3,4469
Hyundai,Elantra,2009,1.1,Hybrid,Manual,11510,2,1,8669
Kia,Optima,2004,1.9,Hybrid,Automatic,78774,4,3,8124
Ford,Focus,2014,1.6,Diesel,Semi-Automatic,170677,2,3,6486
Volkswagen,Golf,2019,1.9,Electric,Semi-Automatic,247738,4,1,8745
Toyota,Camry,2017,1.4,Diesel,Manual,14575,3,2,10308
Hyundai,Sonata,2007,3.1,Petrol,Semi-Automatic,187954,5,4,5540
Hyundai,Sonata,2014,3.2,Electric,Manual,270876,2,1,8082
Volkswagen,Passat,2021,5,Petrol,Manual,183606,4,1,11727
Mercedes,E-Class,2002,3.1,Hybrid,Manual,146775,2,4,5864
Chevrolet,Malibu,2003,3.8,Electric,Semi-Automatic,271544,3,3,5369
Honda,Civic,2018,2,Hybrid,Manual,224940,5,1,8001
Audi,Q5,2016,1.6,Electric,Automatic,174255,2,1,10514
Toyota,Camry,2022,4.8,Electric,Automatic,213016,5,1,14739
BMW,5 Series,2017,2,Electric,Automatic,279542,2,5,9109
Mercedes,C-Class,2020,1.9,Electric,Semi-Automatic,289391,3,5,8212
Chevrolet,Equinox,2007,2.1,Diesel,Manual,98341,2,3,6333
Chevrolet,Malibu,2015,2.1,Electric,Manual,295917,4,1,6781
Ford,Explorer,2023,3.2,Hybrid,Automatic,239837,4,5,11903
Audi,A4,2003,1.5,Diesel,Manual,167768,5,2,3144
Volkswagen,Passat,2022,3.5,Diesel,Automatic,185444,2,5,11991
Toyota,Camry,2017,4.3,Petrol,Manual,71564,2,4,12068
Hyundai,Elantra,2009,1.4,Electric,Manual,55857,3,4,9082
Toyota,Camry,2003,2.9,Petrol,Manual,235296,4,2,3194
Mercedes,GLA,2013,4.4,Petrol,Semi-Automatic,144737,4,2,9505
Audi,A3,2012,4.9,Petrol,Automatic,270529,3,2,8689
Hyundai,Sonata,2023,3.2,Petrol,Semi-Automatic,274305,3,4,8713
Ford,Explorer,2021,1.8,Electric,Automatic,261022,3,1,10479
Honda,Accord,2018,1.6,Hybrid,Automatic,16937,3,3,13261
Ford,Fiesta,2006,2.9,Petrol,Automatic,86497,2,5,8570
Chevrolet,Malibu,2023,2.8,Electric,Manual,186725,3,2,12065
Audi,A4,2007,3.6,Petrol,Semi-Automatic,174326,5,3,6313
Honda,Accord,2004,3.4,Diesel,Manual,187570,2,5,4948
Mercedes,E-Class,2017,1.8,Electric,Manual,238729,4,1,8225
Audi,Q5,2014,2.5,Diesel,Manual,222808,4,1,6343
Ford,Fiesta,2020,4.2,Petrol,Manual,187494,3,4,10550
Kia,Sportage,2016,4.1,Hybrid,Semi-Automatic,295251,4,3,8094
BMW,5 Series,2021,4.1,Diesel,Semi-Automatic,68393,4,4,13132
Mercedes,E-Class,2016,1.6,Hybrid,Automatic,263320,3,5,7733
Audi,A3,2012,4.7,Petrol,Automatic,192319,2,2,10053
Kia,Rio,2007,2.1,Hybrid,Semi-Automatic,94648,5,2,7407
Chevrolet,Equinox,2013,3.7,Hybrid,Semi-Automatic,3133,5,2,12637
Mercedes,E-Class,2005,3.9,Hybrid,Semi-Automatic,83042,4,2,8839
Volkswagen,Tiguan,2022,2.6,Petrol,Manual,130508,2,4,10689
Mercedes,GLA,2000,2,Petrol,Semi-Automatic,289423,2,2,2000
Mercedes,GLA,2002,2.3,Electric,Manual,276693,2,3,3466
Mercedes,GLA,2014,2.9,Diesel,Manual,3243,2,2,11135
Chevrolet,Malibu,2015,2.8,Electric,Automatic,92699,4,1,13046
Audi,A3,2015,2.8,Petrol,Automatic,246588,3,2,7968
Kia,Rio,2010,3,Hybrid,Automatic,43974,4,5,11720
Audi,A3,2020,4.5,Diesel,Semi-Automatic,165484,2,5,11290
Honda,Accord,2007,1.2,Petrol,Semi-Automatic,245094,2,5,2498
Ford,Focus,2014,2.2,Petrol,Semi-Automatic,88831,3,1,8723
Mercedes,E-Class,2014,2.8,Hybrid,Automatic,262760,5,2,8344
Mercedes,GLA,2001,2.6,Hybrid,Automatic,123342,5,2,7033
Volkswagen,Passat,2008,3.1,Petrol,Manual,261959,4,2,4360
Audi,Q5,2023,4.1,Petrol,Semi-Automatic,273313,4,3,9633
Mercedes,GLA,2017,2.8,Petrol,Manual,233511,3,4,7329
Hyundai,Sonata,2004,2.8,Diesel,Semi-Automatic,80740,4,4,6485
Chevrolet,Malibu,2005,4.7,Hybrid,Semi-Automatic,80337,2,4,9693
Mercedes,C-Class,2011,3.1,Electric,Manual,90362,2,3,10692
Chevrolet,Impala,2012,3.4,Hybrid,Automatic,282395,3,2,7952
Kia,Rio,2011,1.1,Petrol,Automatic,195258,4,2,6094
Mercedes,E-Class,2004,2.2,Electric,Automatic,172373,3,5,7552
Toyota,Camry,2016,2.6,Petrol,Semi-Automatic,246185,3,5,6576
Honda,Civic,2003,3.7,Hybrid,Manual,78952,2,4,8120
Mercedes,GLA,2017,4.5,Hybrid,Automatic,172313,5,2,12753
Chevrolet,Impala,2013,2.7,Hybrid,Automatic,34649,4,2,12507
Toyota,Camry,2004,4.8,Petrol,Semi-Automatic,139871,2,4,7302
Chevrolet,Impala,2021,2.9,Diesel,Manual,272066,4,3,7858
Toyota,Camry,2014,4.6,Diesel,Manual,53192,3,4,11836
Honda,Civic,2004,3.5,Petrol,Automatic,223180,5,4,5836
Hyundai,Sonata,2016,2.4,Electric,Semi-Automatic,156430,2,2,10171
Hyundai,Tucson,2006,1.2,Diesel,Automatic,55653,5,3,7486
Hyundai,Elantra,2005,2,Diesel,Automatic,23686,2,4,8626
BMW,3 Series,2002,1.4,Petrol,Manual,122799,2,1,3644
Volkswagen,Tiguan,2008,3.8,Diesel,Semi-Automatic,40095,4,4,9498
Chevrolet,Equinox,2010,4,Hybrid,Automatic,129931,4,5,11001
Toyota,Corolla,2012,2.1,Diesel,Semi-Automatic,155049,5,3,6699
Honda,Accord,2021,2.7,Diesel,Automatic,134924,5,5,11901
Ford,Fiesta,2018,1.3,Petrol,Automatic,48622,3,1,11327
Volkswagen,Golf,2014,1.1,Hybrid,Automatic,132424,5,3,9251
Volkswagen,Tiguan,2006,4.6,Diesel,Semi-Automatic,97345,4,4,8553
Hyundai,Sonata,2019,2.9,Electric,Manual,125586,3,2,12188
BMW,X5,2005,4.7,Hybrid,Manual,45664,2,5,10386
Audi,A3,2021,3.5,Hybrid,Automatic,259125,2,3,11217
Ford,Focus,2002,4.7,Diesel,Automatic,121836,4,4,8463
Honda,Accord,2001,5,Petrol,Semi-Automatic,130885,5,5,6782
Mercedes,E-Class,2021,4.3,Diesel,Automatic,199460,2,3,12210
Toyota,RAV4,2013,4.7,Diesel,Semi-Automatic,194077,2,2,8818
Audi,A3,2022,1.1,Hybrid,Semi-Automatic,100576,3,4,10788
Honda,Accord,2001,4.6,Petrol,Semi-Automatic,60030,4,4,7799
BMW,5 Series,2011,2.2,Hybrid,Semi-Automatic,1204,4,1,10575
BMW,5 Series,2018,1.6,Hybrid,Automatic,117550,2,2,11249
Chevrolet,Equinox,2005,2.6,Hybrid,Manual,108983,4,4,7020
Hyundai,Tucson,2000,3.7,Hybrid,Automatic,127711,4,5,7745
Ford,Fiesta,2011,2.2,Diesel,Manual,212191,4,3,5356
Hyundai,Sonata,2001,2.2,Petrol,Automatic,224898,2,3,3602
BMW,X5,2014,1.9,Petrol,Automatic,123083,4,4,9238
Audi,Q5,2022,3,Electric,Automatic,177872,5,3,13642
Kia,Sportage,2017,1.9,Petrol,Automatic,295322,5,3,6693
BMW,X5,2012,2.1,Diesel,Semi-Automatic,210734,5,2,5585
Toyota,Camry,2014,2.5,Hybrid,Semi-Automatic,194179,3,3,7916
BMW,5 Series,2018,4.9,Diesel,Manual,23752,4,2,13924
Honda,Accord,2018,3.2,Electric,Manual,239683,5,3,9906
BMW,X5,2014,2.3,Hybrid,Manual,3593,4,4,11528
Volkswagen,Passat,2002,1.4,Diesel,Automatic,41749,3,1,6765
Volkswagen,Tiguan,2002,2.2,Hybrid,Manual,215636,4,5,3587
Toyota,RAV4,2007,2.3,Electric,Automatic,276638,3,4,6467
Chevrolet,Impala,2000,3.5,Electric,Manual,83835,2,5,7923
BMW,5 Series,2001,1.6,Diesel,Manual,129239,5,2,3415
Chevrolet,Impala,2014,1.8,Electric,Semi-Automatic,108808,5,3,9923
Volkswagen,Passat,2000,1.8,Electric,Automatic,260652,4,1,4186
Audi,A4,2018,1.1,Electric,Semi-Automatic,297999,4,5,6640
Toyota,Camry,2006,3.2,Hybrid,Automatic,260053,2,2,6398
Chevrolet,Malibu,2019,2.4,Petrol,Automatic,219203,4,4,9315
Audi,Q5,2001,4.5,Electric,Semi-Automatic,147300,2,4,7954
BMW,5 Series,2007,1.9,Electric,Semi-Automatic,8147,3,1,9937
Volkswagen,Tiguan,2002,1.5,Hybrid,Automatic,199749,5,2,4705
Chevrolet,Equinox,2013,2.7,Hybrid,Semi-Automatic,53830,5,5,10623
Volkswagen,Tiguan,2017,4,Hybrid,Manual,231470,4,2,9570
Volkswagen,Passat,2010,2.9,Electric,Manual,135920,3,2,9281
Toyota,Camry,2000,4.4,Hybrid,Manual,57645,3,3,8347
Chevrolet,Equinox,2019,4.6,Diesel,Semi-Automatic,113334,4,3,12133
Toyota,Corolla,2003,2.7,Diesel,Manual,297911,3,2,2000
Toyota,Camry,2011,1.9,Petrol,Semi-Automatic,4408,5,4,9211
Hyundai,Elantra,2023,3.4,Hybrid,Manual,61514,2,2,14169
Honda,Accord,2020,2.9,Petrol,Automatic,265957,4,3,9180
Chevrolet,Equinox,2009,4.9,Petrol,Manual,187571,4,1,7948
Kia,Optima,2023,3.9,Diesel,Semi-Automatic,99441,4,1,12911
BMW,5 Series,2011,2.5,Diesel,Manual,241741,2,2,5065
Chevrolet,Impala,2008,4,Petrol,Manual,288161,4,1,4736
Honda,CR-V,2000,2.7,Hybrid,Semi-Automatic,121855,3,4,5362
Mercedes,GLA,2010,1.8,Petrol,Automatic,223845,2,3,5923
Kia,Optima,2005,4.9,Diesel,Manual,256501,3,4,5369
Volkswagen,Tiguan,2001,3,Diesel,Automatic,267839,4,3,3543
Honda,Accord,2010,2.7,Electric,Manual,170924,4,1,8381
Toyota,RAV4,2003,1.3,Electric,Semi-Automatic,106652,5,2,6166
BMW,3 Series,2002,1.1,Hybrid,Manual,192750,4,1,2945
Honda,Accord,2011,4.7,Electric,Automatic,176460,4,4,12070
Honda,Civic,2010,4,Hybrid,Manual,57669,3,2,10946
Honda,Accord,2008,1.1,Electric,Semi-Automatic,292057,5,3,3758
Honda,CR-V,2013,3.2,Diesel,Manual,59388,3,2,10012
Hyundai,Tucson,2017,4.5,Petrol,Automatic,267485,3,1,9850
Audi,A3,2015,3.5,Hybrid,Automatic,127954,4,1,12040
Volkswagen,Tiguan,2007,1.2,Diesel,Semi-Automatic,146587,2,1,4468
Chevrolet,Equinox,2019,4.1,Hybrid,Semi-Automatic,9200,3,2,14716
Honda,Civic,2002,2.1,Electric,Automatic,245787,2,5,5384
Hyundai,Elantra,2007,4.7,Electric,Manual,186809,5,1,9163
Mercedes,GLA,2001,3.6,Hybrid,Semi-Automatic,35821,4,3,8283
Toyota,Corolla,2013,1.5,Electric,Semi-Automatic,121751,5,2,9064
Hyundai,Elantra,2013,2,Diesel,Semi-Automatic,88275,2,4,8234
Audi,Q5,2008,2.8,Diesel,Automatic,227755,5,3,6244
Volkswagen,Tiguan,2011,4.4,Hybrid,Automatic,175408,3,4,10791
Hyundai,Tucson,2021,4.6,Hybrid,Manual,157634,2,4,12847
Ford,Fiesta,2019,4.9,Electric,Automatic,250207,4,5,13195
Hyundai,Tucson,2006,3.6,Petrol,Semi-Automatic,263199,4,4,4236
Honda,Accord,2009,2.6,Hybrid,Automatic,59651,5,4,10706
Audi,A4,2005,4.1,Hybrid,Manual,101857,4,3,8662
Audi,A4,2010,2.2,Diesel,Semi-Automatic,7796,5,1,9144
Mercedes,GLA,2013,3.5,Hybrid,Manual,142779,2,1,9644
Toyota,Camry,2019,3.5,Hybrid,Manual,160589,2,5,11088
Kia,Optima,2013,4,Diesel,Manual,34829,3,5,11303
Honda,CR-V,2015,1.4,Electric,Automatic,238290,3,3,8734
Kia,Rio,2012,3.3,Hybrid,Automatic,253002,3,3,8439
Volkswagen,Tiguan,2013,4.2,Petrol,Automatic,79579,5,3,12108
Volkswagen,Tiguan,2006,1.7,Electric,Manual,217119,3,4,5257
Chevrolet,Malibu,2013,1.9,Electric,Automatic,36708,2,2,12665
BMW,5 Series,2000,5,Petrol,Automatic,260128,2,3,5397
Audi,Q5,2005,2.2,Petrol,Automatic,48268,4,1,8334
Kia,Optima,2021,2.2,Hybrid,Automatic,205621,5,1,10987
BMW,5 Series,2000,4.9,Petrol,Semi-Automatic,277530,4,1,3449
